id,t_start,t_end,mode,algo,msgsize,itertot,comment
1,15.624603186114037,15.625627186217988,idle,ALG,0B,0k,none
2,15.692494393005935,15.700583993827143,idle,ALG,0B,0k,none
3,15.701505593920698,15.796225603536094,idle,ALG,0B,0k,none
4,15.805441604471644,15.806260804554803,idle,ALG,0B,0k,none
5,16.658126491030995,16.658740891093363,idle,ALG,0B,0k,none
6,17.30160815635331,17.309083357112147,idle,ALG,0B,0k,none
7,17.311438557351234,32.40202568925523,warmup,ALG,0B,0k,15.091s
8,34.83218273594989,34.833411536074635,idle,ALG,0B,0k,none
9,35.28642918206221,35.28755558217655,idle,ALG,0B,0k,none
10,35.290525182478014,35.2927779827067,idle,ALG,0B,0k,none
11,35.4450467981641,35.44750439841358,idle,ALG,0B,0k,none
12,35.448221198486344,35.44883559854871,idle,ALG,0B,0k,none
13,36.70088052564865,36.78474613416217,idle,ALG,0B,0k,none
14,37.41491579813314,37.41604219824748,idle,ALG,0B,0k,none
15,38.83202954198985,38.83325834211459,idle,ALG,0B,0k,none
16,39.415709601241474,39.42523280220821,idle,ALG,0B,0k,none
17,41.42449060516062,58.73797716271975,benchmark,RS2ID,32,80035215,17.313s
18,60.73743976569296,60.74092136604639,idle,ALG,0B,0k,none
19,62.74069116905077,62.74151036913393,idle,ALG,0B,0k,none
20,64.38308493577652,64.46684814427965,idle,ALG,0B,0k,none
21,64.74117777212791,64.75059857308426,idle,ALG,0B,0k,none
22,66.74995877604707,83.37296206351256,benchmark,RS2ID,64,59150597,16.623s
23,85.37252706649616,85.37611106685999,idle,ALG,0B,0k,none
24,87.37577846985397,87.37670006994753,idle,ALG,0B,0k,none
25,89.29710986489577,89.38558347387708,idle,ALG,0B,0k,none
26,91.38494367683988,110.32618079963828,benchmark,RS2ID,128,37132619,18.941s
27,112.32574580262188,112.3293298029857,idle,ALG,0B,0k,none
28,114.21082759398384,114.29469320249736,idle,ALG,0B,0k,none
29,114.32899720597968,114.32991880607324,idle,ALG,0B,0k,none
30,116.32958620906724,116.33951901007556,idle,ALG,0B,0k,none
31,118.33857201300717,137.6512139735083,benchmark,RS2ID,256,20078103,19.313s
32,139.65067657648152,139.65415817683495,idle,ALG,0B,0k,none
33,139.66675337811353,139.66757257819668,idle,ALG,0B,0k,none
34,141.65382557982895,141.65515677996407,idle,ALG,0B,0k,none
35,143.65441458291647,143.66383538387282,idle,ALG,0B,0k,none
36,144.66110908510996,144.74487229361307,idle,ALG,0B,0k,none
37,145.66319558683563,165.34079118438464,benchmark,RS2ID,512,10153933,19.678s
38,166.80664733318935,166.8906153417133,idle,ALG,0B,0k,none
39,167.34025378735782,167.34394018773204,idle,ALG,0B,0k,none
40,169.34360759072604,169.3445291908196,idle,ALG,0B,0k,none
41,169.5749292142084,169.65869242271154,idle,ALG,0B,0k,none
42,171.3441965938136,171.35341259474913,idle,ALG,0B,0k,none
43,173.35287519772234,193.34975402768305,benchmark,RS2ID,1024,4807160,19.997s
44,195.34921663065623,195.35280063102005,idle,ALG,0B,0k,none
45,197.25703122432589,197.3408968328394,idle,ALG,0B,0k,none
46,200.0253131053449,200.10907631384805,idle,ALG,0B,0k,none
47,201.36183804102075,221.0922720439336,benchmark,RS2ID,2048,1967022,19.730s
48,222.17085135342435,222.25471696193787,idle,ALG,0B,0k,none
49,223.0918370469172,223.095421047281,idle,ALG,0B,0k,none
50,225.09508845027497,225.09601005036853,idle,ALG,0B,0k,none
51,227.09567745336253,227.1048934542981,idle,ALG,0B,0k,none
52,227.707312715452,227.7910759239552,idle,ALG,0B,0k,none
53,229.1042536572609,249.07512288458125,benchmark,RS2ID,4096,748662,19.971s
54,251.07458548755443,251.07806708790787,idle,ALG,0B,0k,none
55,253.07783689091224,253.07865609099545,idle,ALG,0B,0k,none
56,255.0783234939894,255.0878466949561,idle,ALG,0B,0k,none
57,255.38941472556948,255.4731779340726,idle,ALG,0B,0k,none
58,257.0872068979189,276.70991608989624,benchmark,RS2ID,8192,292554,19.623s
59,277.5351577736697,277.6189209821728,idle,ALG,0B,0k,none
60,278.7093786928694,278.71316749325405,idle,ALG,0B,0k,none
61,280.71263009622726,280.7135516963208,idle,ALG,0B,0k,none
62,282.7132190993148,282.7228447002919,idle,ALG,0B,0k,none
63,284.7206146538496,304.7143592905672,benchmark,RS2ID,16384,156831,19.993s
64,305.2170549837664,305.3009205922799,idle,ALG,0B,0k,none
65,307.98533686478544,308.0691000732885,idle,ALG,0B,0k,none
66,308.7157561389331,308.71667773902664,idle,ALG,0B,0k,none
67,310.71634514202066,310.7260731430082,idle,ALG,0B,0k,none
68,310.753516345794,310.8372795542972,idle,ALG,0B,0k,none
69,312.725433345971,332.8023889840606,benchmark,RS2ID,32768,66644,20.077s
70,332.8992593938943,332.9830226023974,idle,ALG,0B,0k,none
71,334.8018515870337,334.805537987408,idle,ALG,0B,0k,none
72,335.28640843622304,335.2885588364413,idle,ALG,0B,0k,none
73,336.805205390402,336.806229390506,idle,ALG,0B,0k,none
74,338.4356183559115,338.51938156441463,idle,ALG,0B,0k,none
75,338.8058967934999,338.8159319945186,idle,ALG,0B,0k,none
76,340.8152921974814,360.7892334251137,benchmark,RS2ID,65536,32202,19.974s
77,362.7887984280972,362.79238242846105,idle,ALG,0B,0k,none
78,364.7920498314551,364.7929714315486,idle,ALG,0B,0k,none
79,366.7926388345426,366.8033908356341,idle,ALG,0B,0k,none
80,368.8026486385865,388.77269866582367,benchmark,RS2ID,131072,15221,19.970s
81,390.7721612687969,390.7758476691711,idle,ALG,0B,0k,none
82,392.7755150721651,392.7763342722482,idle,ALG,0B,0k,none
83,394.7761040752527,394.78798247645847,idle,ALG,0B,0k,none
84,395.2850321269159,395.287387327155,idle,ALG,0B,0k,none
85,396.7876498794524,424.3338670757757,benchmark,RS2ID,262144,10000,27.546s
86,425.3587887798195,425.35971037991305,idle,ALG,0B,0k,none
87,426.2733232726574,426.2773168730628,idle,ALG,0B,0k,none
88,428.2769842760569,428.2779058761504,idle,ALG,0B,0k,none
89,430.2775732791444,430.2923188806413,idle,ALG,0B,0k,none
90,432.29198628363525,491.7024243146191,benchmark,RS2ID,524288,10000,59.410s
91,493.4552052925507,493.5389685010538,idle,ALG,0B,0k,none
92,493.70188691759233,493.7060853180185,idle,ALG,0B,0k,none
93,495.7056503210021,495.7065719210957,idle,ALG,0B,0k,none
94,497.70623932408967,499.0753274630711,idle,ALG,0B,0k,none
95,499.7252603290483,626.8604028350294,benchmark,RS2ID,1048576,10000,127.135s
96,628.8597630379923,628.8642686384496,idle,ALG,0B,0k,none
97,630.8634240413917,630.8643456414852,idle,ALG,0B,0k,none
98,632.8640130444792,632.8934018474625,idle,ALG,0B,0k,none
99,633.3236866911425,633.3243010912048,idle,ALG,0B,0k,none
100,634.8929668504461,908.7700890527744,benchmark,RS2ID,2097152,10000,273.877s
101,911.4544029252696,911.5382685337833,idle,ALG,0B,0k,none
102,912.7670686585234,912.7704478588664,idle,ALG,0B,0k,none
103,914.222787206299,914.3064480147916,idle,ALG,0B,0k,none
104,916.9909666873076,917.0747298958108,idle,ALG,0B,0k,none
105,928.0636846113422,928.1475502198556,idle,ALG,0B,0k,none
106,933.6000435733594,933.683909181873,idle,ALG,0B,0k,none
107,935.273259743214,935.274283743318,idle,ALG,0B,0k,none
108,935.378731753921,935.3809845541496,idle,ALG,0B,0k,none
109,941.9886524249196,941.9886524249196,idle,ALG,0B,0k,none
110,944.6729662974147,947.5249089869264,idle,ALG,0B,0k,none
111,952.977607140451,953.061370348954,idle,ALG,0B,0k,none
112,956.0713162545054,956.0774602551292,idle,ALG,0B,0k,none
113,958.5140685024786,958.5978317109818,idle,ALG,0B,0k,none
114,964.050427464496,966.902472554018,idle,ALG,0B,0k,none
115,972.3550683075322,972.4389339160456,idle,ALG,0B,0k,none
116,983.4278886315772,983.5116518400804,idle,ALG,0B,0k,none
117,988.9644523936151,989.048113202108,idle,ALG,0B,0k,none
118,991.7325294746134,991.8162926831166,idle,ALG,0B,0k,none
119,995.2729074340108,995.2739314341148,idle,ALG,0B,0k,none
120,995.2770034344268,995.2792562346552,idle,ALG,0B,0k,none
121,1002.8053497986584,1002.8891130071614,idle,ALG,0B,0k,none
122,1005.5734268796564,1005.65729248817,idle,ALG,0B,0k,none
